0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055
0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14
0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23
0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32
0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42
0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575
0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755
0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925
1.085,1.085,1.085,1.085,1.085,1.085,1.085,1.085,1.085,1.085,1.085
1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225
1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35
1.465,1.465,1.465,1.465,1.465,1.465,1.465,1.465,1.465,1.465,1.465
1.555,1.555,1.555,1.555,1.555,1.555,1.555,1.555,1.555,1.555,1.555
1.635,1.635,1.635,1.635,1.635,1.635,1.635,1.635,1.635,1.635,1.635
1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7
1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75
1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78
1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8
1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8
1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78
1.735,1.735,1.735,1.735,1.735,1.735,1.735,1.735,1.735,1.735,1.735
1.665,1.665,1.665,1.665,1.665,1.665,1.665,1.665,1.665,1.665,1.665
1.575,1.575,1.575,1.575,1.575,1.575,1.575,1.575,1.575,1.575,1.575
1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47
1.345,1.345,1.345,1.345,1.345,1.345,1.345,1.345,1.345,1.345,1.345
1.215,1.215,1.215,1.215,1.215,1.215,1.215,1.215,1.215,1.215,1.215
1.075,1.075,1.075,1.075,1.075,1.075,1.075,1.075,1.075,1.075,1.075
